t(s),T(K),p(MPa),sigma(1/(Ohm*cm)),q(W/cm3),Rd(Ohm),Fr(W/cm)
9.819310344827585145e-05,1.115238284492095590e+04,1.624142456054687100e+00,4.284601259450397492e+01,1.465723490360268333e+05,1.426398734596071582e+00,1.832154362950335417e+04
1.011999999999999933e-04,1.120123262575463559e+04,1.635354614257812589e+00,4.344793628460870138e+01,1.527829605040317110e+05,1.406637538477006677e+00,1.909787006300396388e+04
1.042068965517241352e-04,1.124711750260169902e+04,1.645962524414062100e+00,4.401673932955072388e+01,1.587755742771857476e+05,1.388460369354478807e+00,1.984694678464821845e+04
1.072137931034482635e-04,1.129025196665177282e+04,1.655999755859374645e+00,4.455447259760643419e+01,1.645511908167801157e+05,1.371702874798950589e+00,2.056889885209751446e+04
1.102206896551724053e-04,1.133081301412570429e+04,1.665533447265624911e+00,4.506276455186338126e+01,1.701123012866708450e+05,1.356230554318279991e+00,2.126403766083385563e+04
1.132275862068965472e-04,1.136894577099724847e+04,1.674563598632812456e+00,4.554298770744114222e+01,1.754557405550505209e+05,1.341929926509900728e+00,2.193196756938131512e+04
1.162344827586206755e-04,1.140477584566957557e+04,1.683090209960937278e+00,4.599632459734041845e+01,1.805781921585001110e+05,1.328703949332977974e+00,2.257227401981251387e+04
1.192413793103448173e-04,1.143841591712268746e+04,1.691146850585937278e+00,4.642380623852161392e+01,1.854792611258589604e+05,1.316468921856202900e+00,2.318490764073237006e+04
1.222482758620689592e-04,1.146996826552311177e+04,1.698733520507812456e+00,4.682641204578715133e+01,1.901565599105349102e+05,1.305150138078670308e+00,2.376956998881686377e+04
1.252551724137930739e-04,1.149952070501822527e+04,1.705883789062499822e+00,4.720493680442503859e+01,1.946100471489760384e+05,1.294684460663419134e+00,2.432625589362200481e+04
1.282620689655172158e-04,1.152714961458342987e+04,1.712631225585937278e+00,4.756006157574526583e+01,1.988397211256234732e+05,1.285017220803085669e+00,2.485496514070293415e+04
1.312689655172413576e-04,1.155292934310888631e+04,1.718942260742187145e+00,4.789254297697075913e+01,2.028412305714362592e+05,1.276096326241756396e+00,2.535515382142953240e+04
1.342758620689654995e-04,1.157692162534912495e+04,1.724850463867187322e+00,4.820292802269742083e+01,2.066150514687096584e+05,1.267879372773998758e+00,2.582688143358870730e+04
1.372827586206896414e-04,1.159918358183344935e+04,1.730322265625000133e+00,4.849179733054824482e+01,2.101565763220345834e+05,1.260326519363452080e+00,2.626957204025432293e+04
1.402896551724137561e-04,1.161976574906579845e+04,1.735424804687499822e+00,4.875956249426820222e+01,2.134696172241177119e+05,1.253405383907455484e+00,2.668370215301471399e+04
1.432965517241378980e-04,1.163871215422742353e+04,1.740158081054687278e+00,4.900663874857299618e+01,2.165524466793690517e+05,1.247086103187752482e+00,2.706905583492113146e+04
1.463034482758620398e-04,1.165604226548336919e+04,1.744454956054687367e+00,4.923319909556961704e+01,2.193948194244007173e+05,1.241347287399559907e+00,2.742435242805008966e+04
1.493103448275861817e-04,1.167176556568316482e+04,1.748416137695312456e+00,4.943912891627140027e+01,2.220001049405412050e+05,1.236176678007234964e+00,2.775001311756765062e+04
1.523172413793103235e-04,1.168598052334626846e+04,1.751974487304687411e+00,4.962568655769977966e+01,2.243708016057853238e+05,1.231529524054621128e+00,2.804635020072316547e+04
1.553241379310344654e-04,1.169880047234568701e+04,1.755197143554687367e+00,4.979421646069144458e+01,2.265241813433475327e+05,1.227361378314560048e+00,2.831552266791844158e+04
1.583310344827585801e-04,1.171048535402649941e+04,1.758151245117187234e+00,4.994805170933627636e+01,2.285001271952707611e+05,1.223581222005184044e+00,2.856251589940884514e+04
1.613379310344827220e-04,1.172103559064850742e+04,1.760803222656249778e+00,5.008716352224739410e+01,2.302924950592562382e+05,1.220182854238530235e+00,2.878656188240702977e+04
1.643448275862068638e-04,1.173044489993927527e+04,1.763186645507812456e+00,5.021137387849177003e+01,2.319004063616788771e+05,1.217164427629152446e+00,2.898755079520985964e+04
1.673517241379310057e-04,1.173859849024702999e+04,1.765267944335937367e+00,5.031911474269762863e+01,2.333010983079115103e+05,1.214558293797427302e+00,2.916263728848893879e+04
1.703586206896551475e-04,1.174547302660871901e+04,1.767013549804687500e+00,5.041005154676574307e+01,2.344855252969395369e+05,1.212367301203621128e+00,2.931069066211744212e+04
1.733655172413792894e-04,1.175108478547653795e+04,1.768423461914062633e+00,5.048435859744172660e+01,2.354539338177812169e+05,1.210582838827723773e+00,2.943174172722265212e+04
1.763724137931034313e-04,1.175548226825117308e+04,1.769564819335937456e+00,5.054258996859958586e+01,2.362179442916171975e+05,1.209188096321475170e+00,2.952724303645214968e+04
1.793793103448275460e-04,1.175872214213393818e+04,1.770370483398437278e+00,5.058554705362256243e+01,2.367786624541959027e+05,1.208161257651382270e+00,2.959733280677448784e+04
1.823862068965516879e-04,1.176081855290148087e+04,1.770907592773437456e+00,5.061333769873166943e+01,2.371433872559350275e+05,1.207497883484165424e+00,2.964292340699187844e+04
1.853931034482758297e-04,1.176179152624354174e+04,1.771142578125000089e+00,5.062625183498238357e+01,2.373114821422963869e+05,1.207189865575974519e+00,2.966393526778704836e+04
1.883999999999999716e-04,1.176158403440160146e+04,1.771109008789062633e+00,5.062348201314787133e+01,2.372771372219087498e+05,1.207255915968304283e+00,2.965964215273859372e+04
1.914068965517241134e-04,1.176027352039472134e+04,1.770773315429687411e+00,5.060610677331969498e+01,2.370490181429454824e+05,1.207670418533536072e+00,2.963112726786818530e+04
1.944137931034482553e-04,1.175794213989156015e+04,1.770169067382812544e+00,5.057521053664844857e+01,2.366429112577227061e+05,1.208408180584864322e+00,2.958036390721533826e+04
1.974206896551723700e-04,1.175479067743458836e+04,1.769363403320312500e+00,5.053345058130679490e+01,2.360956894870696706e+05,1.209406787865293653e+00,2.951196118588370882e+04
2.004275862068965119e-04,1.175086868224546743e+04,1.768389892578125178e+00,5.048147634958845487e+01,2.354184726467794972e+05,1.210651957245819421e+00,2.942730908084743714e+04
2.034344827586206537e-04,1.174616357088063523e+04,1.767181396484375000e+00,5.041919775119360736e+01,2.346040391312314023e+05,1.212147373880834600e+00,2.932550489140392528e+04
2.064413793103447956e-04,1.174057222811545398e+04,1.765771484374999867e+00,5.034521292873279208e+01,2.336409687045040482e+05,1.213928685410490260e+00,2.920512108806300603e+04
2.094482758620689374e-04,1.173398864601791502e+04,1.764093017578125089e+00,5.025818494328130015e+01,2.325086632735013263e+05,1.216030746360209580e+00,2.906358290918766579e+04
2.124551724137930793e-04,1.172645089453938090e+04,1.762179565429687234e+00,5.015862690702950744e+01,2.312174095591832011e+05,1.218444401609461547e+00,2.890217619489790013e+04
2.154620689655172212e-04,1.171801869328517569e+04,1.760031127929687411e+00,5.004737773775344323e+01,2.297777968151338282e+05,1.221152853752516920e+00,2.872222460189172853e+04
2.184689655172413359e-04,1.170883153189892255e+04,1.757714843749999645e+00,4.992628233064279897e+01,2.282181563718857651e+05,1.224114740659901113e+00,2.852726954648572064e+04
2.214758620689654778e-04,1.169891338628525591e+04,1.755230712890624822e+00,4.979569697324615163e+01,2.265436649698745168e+05,1.227324886729137976e+00,2.831795812123431460e+04
2.244827586206896196e-04,1.168829994297176381e+04,1.752545166015624822e+00,4.965616897274489361e+01,2.247583147727028118e+05,1.230773525457283579e+00,2.809478934658785147e+04
2.274896551724137615e-04,1.167704029314767104e+04,1.749725341796875000e+00,4.950832581329294868e+01,2.228768996426291415e+05,1.234448896086046688e+00,2.785961245532864268e+04
2.304965517241379033e-04,1.166513225207725554e+04,1.746737670898437456e+00,4.935220798692831323e+01,2.208979045277599362e+05,1.238353877975939543e+00,2.761223806596999202e+04
2.335034482758620452e-04,1.165255880170294222e+04,1.743582153320312411e+00,4.918762752439221231e+01,2.188207547362725600e+05,1.242497376336773929e+00,2.735259434203407000e+04
2.365103448275861599e-04,1.163923642480768285e+04,1.740258789062499645e+00,4.901351479216918250e+01,2.166355762020274706e+05,1.246911151065871914e+00,2.707944702525343382e+04
2.395172413793103018e-04,1.162509867604192732e+04,1.736767578125000044e+00,4.882903644534574283e+01,2.143353235152645211e+05,1.251622038777977508e+00,2.679191543940806514e+04
2.425241379310344436e-04,1.161018482339642833e+04,1.733041381835937367e+00,4.863483884045261618e+01,2.119225062401821488e+05,1.256619731953429575e+00,2.649031328002276859e+04
2.455310344827586126e-04,1.159455651250061783e+04,1.729180908203125089e+00,4.843169290758321210e+01,2.094169067463797110e+05,1.261890602583471299e+00,2.617711334329746387e+04
2.485379310344827545e-04,1.157835687960474934e+04,1.725186157226562544e+00,4.822154452500004140e+01,2.068407807205116842e+05,1.267389892822761155e+00,2.585509759006396052e+04
2.515448275862068963e-04,1.156161508008785859e+04,1.721057128906249956e+00,4.800482360732968345e+01,2.042002243528615218e+05,1.273111607433472736e+00,2.552502804410769022e+04
2.545517241379310382e-04,1.154436737643924062e+04,1.716827392578125000e+00,4.778201665231314621e+01,2.015049458749010810e+05,1.279048111175298930e+00,2.518811823436263512e+04
2.575586206896551258e-04,1.152666592540219244e+04,1.712496948242187234e+00,4.755385076097918784e+01,1.987638642572665412e+05,1.285185051668555456e+00,2.484548303215831766e+04
2.605655172413793219e-04,1.150851208878768011e+04,1.708099365234374556e+00,4.732034679045210623e+01,1.959815867989979160e+05,1.291526844000626895e+00,2.449769834987473951e+04
2.635724137931034637e-04,1.148988647653144471e+04,1.703567504882812500e+00,4.708136203432627553e+01,1.931519611273348855e+05,1.298082627744062911e+00,2.414399514091686069e+04
2.665793103448275514e-04,1.147070621536352883e+04,1.698901367187499734e+00,4.683585817336116719e+01,1.902661155941794859e+05,1.304886907827568665e+00,2.378326444927243574e+04
2.695862068965516932e-04,1.145090681690856400e+04,1.694134521484374822e+00,4.658301082870722354e+01,1.873206123986918246e+05,1.311969687232513504e+00,2.341507654983647808e+04
2.725931034482758351e-04,1.143052625629418981e+04,1.689233398437499645e+00,4.632340807030435315e+01,1.843202987290947349e+05,1.319322146041882915e+00,2.304003734113684186e+04
2.755999999999999769e-04,1.140963234501650186e+04,1.684231567382812322e+00,4.605794817663872465e+01,1.812788260478902666e+05,1.326926199858084354e+00,2.265985325598628333e+04
2.786068965517241188e-04,1.138843349035416577e+04,1.679196166992187322e+00,4.578930003103059221e+01,1.782295185809166578e+05,1.334711343171241404e+00,2.227868982261458223e+04
2.816137931034482607e-04,1.136689596829119728e+04,1.674060058593749956e+00,4.551713364484943014e+01,1.751644329347846506e+05,1.342692152457263699e+00,2.189555411684808132e+04
2.846206896551724025e-04,1.134498202699833200e+04,1.668856811523437456e+00,4.524096108890731216e+01,1.720828818446639052e+05,1.350888590257486976e+00,2.151036023058298815e+04
2.876275862068965444e-04,1.132248554226847227e+04,1.663552856445312367e+00,4.495821713196292535e+01,1.689590699407353241e+05,1.359384380566059036e+00,2.111988374259191551e+04
2.906344827586206862e-04,1.129939516386248397e+04,1.658148193359374911e+00,4.466881866300158777e+01,1.657942226654678234e+05,1.368191503078829419e+00,2.072427783318347792e+04
2.936413793103448281e-04,1.127577250632143841e+04,1.652609252929687411e+00,4.437365399670059674e+01,1.625959537953108083e+05,1.377292439153919190e+00,2.032449422441385104e+04
2.966482758620689699e-04,1.125179750873868943e+04,1.647036743164062234e+00,4.407495390690242942e+01,1.593947110808179714e+05,1.386626478983491673e+00,1.992433888510224642e+04
2.996551724137931118e-04,1.122763228801249716e+04,1.641430664062499822e+00,4.377481115914827114e+01,1.562106024694069638e+05,1.396133907353603654e+00,1.952632530867587047e+04
3.026620689655171994e-04,1.120327441503444425e+04,1.635824584960937411e+00,4.347317715824377160e+01,1.530462974602794857e+05,1.405820833495224464e+00,1.913078718253493571e+04
3.056689655172413413e-04,1.117868361129403820e+04,1.630151367187499645e+00,4.316964400719385964e+01,1.498934705448659661e+05,1.415705400236875411e+00,1.873668381810824576e+04
3.086758620689654831e-04,1.115367751640073948e+04,1.624444580078124645e+00,4.286191010041137872e+01,1.467351115244249231e+05,1.425869682524980142e+00,1.834188894055311539e+04
3.116827586206896250e-04,1.112829553356980068e+04,1.618653869628905895e+00,4.255057618654993234e+01,1.435740268303276389e+05,1.436302481060319325e+00,1.794675335379095486e+04
3.146896551724137668e-04,1.110258727297541009e+04,1.612829589843749689e+00,4.223624688888352807e+01,1.404204139034802793e+05,1.446991687212938693e+00,1.755255173793503491e+04
3.176965517241379087e-04,1.107673482494690325e+04,1.606988525390624645e+00,4.192120557336096454e+01,1.372959282225120114e+05,1.457865949020415552e+00,1.716199102781400143e+04
3.207034482758620506e-04,1.105076880909693864e+04,1.601147460937499822e+00,4.160582903314399061e+01,1.342052070028320013e+05,1.468916725553096159e+00,1.677565087535400016e+04
3.237103448275861924e-04,1.102466394679838231e+04,1.595339965820312234e+00,4.128977845892654841e+01,1.311478814325921994e+05,1.480160476232225575e+00,1.639348517907402493e+04
3.267172413793103343e-04,1.099827686689674920e+04,1.589465332031249734e+00,4.097142622054280992e+01,1.281037180634567339e+05,1.491661476911069650e+00,1.601296475793209174e+04
3.297241379310344761e-04,1.097145425151721247e+04,1.583557128906249778e+00,4.064888678700090452e+01,1.250605507147863391e+05,1.503497462735730261e+00,1.563256883934829239e+04
3.327310344827586180e-04,1.094423973192948688e+04,1.577615356445312367e+00,4.032274926280963001e+01,1.220244728551302978e+05,1.515658015998817110e+00,1.525305910689128723e+04
3.357379310344827598e-04,1.091669102584025313e+04,1.571623229980468661e+00,3.999378825983246344e+01,1.190017279517727293e+05,1.528124761531250542e+00,1.487521599397159116e+04
3.387448275862069017e-04,1.088894452564161656e+04,1.565631103515625178e+00,3.966364290525835656e+01,1.160094304592292756e+05,1.540844301499737057e+00,1.450117880740365945e+04
3.417517241379309893e-04,1.086103932384437758e+04,1.559622192382812633e+00,3.933283326295973836e+01,1.130509072481335170e+05,1.553803605722985148e+00,1.413136340601668962e+04
3.447586206896551312e-04,1.083301247342977695e+04,1.553646850585937544e+00,3.900176659233869714e+01,1.101326697769643215e+05,1.566993074598139524e+00,1.376658372212054019e+04
3.477655172413792730e-04,1.080492696122150846e+04,1.547671508789062456e+00,3.867125729658986444e+01,1.072587731011676078e+05,1.580385599530976348e+00,1.340734663764595098e+04
3.507724137931034149e-04,1.077679023348415467e+04,1.541729736328124822e+00,3.834136262320011923e+01,1.044315015323481784e+05,1.593983467616959526e+00,1.305393769154352231e+04
3.537793103448275567e-04,1.074859013347779182e+04,1.535821533203124645e+00,3.801194602386256349e+01,1.016495698645337543e+05,1.607797141165086652e+00,1.270619623306671929e+04
3.567862068965516986e-04,1.072026043975142966e+04,1.529913330078124911e+00,3.768227285536445947e+01,9.890548154961453110e+04,1.621863372781862100e+00,1.236318519370181639e+04
3.597931034482758405e-04,1.069174433874394163e+04,1.524005126953124734e+00,3.735169101212528631e+01,9.619468146846539457e+04,1.636217705041739690e+00,1.202433518355817432e+04
3.627999999999999823e-04,1.066305314260370324e+04,1.518063354492187100e+00,3.702040289874462076e+01,9.351700398351898184e+04,1.650859887031652651e+00,1.168962549793987273e+04
3.658068965517241242e-04,1.063421544021701084e+04,1.512155151367187145e+00,3.668868815791590521e+01,9.087839965568773914e+04,1.665785865230005713e+00,1.135979995696096739e+04
3.688137931034482660e-04,1.060530072893746001e+04,1.506280517578125089e+00,3.635738198037458346e+01,8.828459798816313560e+04,1.680965317587428398e+00,1.103557474852039195e+04
3.718206896551724079e-04,1.057633107791267139e+04,1.500405883789062367e+00,3.602679627812079843e+01,8.573570599416097684e+04,1.696390033559644461e+00,1.071696324927012211e+04
3.748275862068965497e-04,1.054741575806202854e+04,1.494497680664062411e+00,3.570220155669561990e+01,8.318531831680618052e+04,1.711813151080767481e+00,1.039816478960077256e+04
3.778344827586206916e-04,1.051855858388612614e+04,1.488656616210937367e+00,3.537993915816556978e+01,8.069296261063564452e+04,1.727405405477712819e+00,1.008662032632945557e+04
3.808413793103447792e-04,1.048974256712685747e+04,1.482849121093749778e+00,3.505958162839885262e+01,7.825863964514495456e+04,1.743189602062542143e+00,9.782329955643119320e+03
3.838482758620689211e-04,1.046092711593640888e+04,1.477041625976562633e+00,3.474072325962528396e+01,7.587683104716140951e+04,1.759188998184000763e+00,9.484603880895176189e+03
3.868551724137930629e-04,1.043200424963744263e+04,1.471267700195312500e+00,3.442206665004221122e+01,7.354092638854560209e+04,1.775474400437048406e+00,9.192615798568200262e+03
3.898620689655172048e-04,1.040289971717747540e+04,1.465493774414062367e+00,3.410285183900417394e+01,7.124399800930026686e+04,1.792093471707509433e+00,8.905499751162533357e+03
3.928689655172413467e-04,1.037364413590176991e+04,1.459736633300781516e+00,3.378341796724862434e+01,6.898907200791685318e+04,1.809038333733321791e+00,8.623634000989606648e+03
3.958758620689654885e-04,1.034431626594383488e+04,1.453979492187500000e+00,3.346470667299480795e+01,6.678058955264271935e+04,1.826267259548595145e+00,8.347573694080339919e+03
3.988827586206896304e-04,1.031509754573275131e+04,1.448272705078125000e+00,3.314865680253573288e+01,6.463207614809070219e+04,1.843679474295101262e+00,8.079009518511337774e+03
4.018896551724137722e-04,1.028601279823678487e+04,1.442633056640624911e+00,3.283549320769381552e+01,6.254451371738031594e+04,1.861263290936881365e+00,7.818064214672539492e+03
4.048965517241379141e-04,1.025707308543052932e+04,1.437060546874999956e+00,3.252531731097765544e+01,6.051716610251522070e+04,1.879013125773892234e+00,7.564645762814402588e+03
4.079034482758620559e-04,1.022823590701328612e+04,1.431521606445312456e+00,3.221770652141349700e+01,5.854473334358144348e+04,1.896953717256918859e+00,7.318091667947680435e+03
4.109103448275861978e-04,1.019949333997761642e+04,1.426049804687500089e+00,3.191248949709896365e+01,5.662691745697723672e+04,1.915096537762858597e+00,7.078364682122154591e+03
4.139172413793103396e-04,1.017084403081268283e+04,1.420611572265625178e+00,3.160970653152211440e+01,5.476123075942556170e+04,1.933440858944440732e+00,6.845153844928195213e+03
4.169241379310344815e-04,1.014226332483727674e+04,1.415206909179687278e+00,3.130907603408926576e+01,5.294526168881850754e+04,1.952005804347128004e+00,6.618157711102313442e+03
4.199310344827585691e-04,1.011374892945557076e+04,1.409869384765625178e+00,3.101049403041179531e+01,5.117914014004471392e+04,1.970800532469822119e+00,6.397392517505589240e+03
4.229379310344827110e-04,1.008533951234457891e+04,1.404565429687500089e+00,3.071443825414611695e+01,4.946279955056120525e+04,1.989797034267357434e+00,6.182849943820150656e+03
4.259448275862068528e-04,1.005710967409675322e+04,1.399328613281249911e+00,3.042162498909407020e+01,4.780020454476526356e+04,2.008949165904098333e+00,5.975025568095657945e+03
4.289517241379309947e-04,1.002921617311323644e+04,1.394158935546875089e+00,3.013370341690859533e+01,4.619793773087416048e+04,2.028144277579726484e+00,5.774742216359270060e+03
4.319586206896551366e-04,1.000163642024216642e+04,1.389089965820312411e+00,2.985031407348279231e+01,4.465398941183098941e+04,2.047398831276589615e+00,5.581748676478873676e+03
4.349655172413792784e-04,9.974225078511752145e+03,1.384121704101562544e+00,2.957126037349485870e+01,4.319868151546979061e+04,2.066719422012411211e+00,5.399835189433723826e+03
4.379724137931034203e-04,9.946820308013389877e+03,1.379153442382812456e+00,2.929372846462128877e+01,4.178308618594070867e+04,2.086299742318510564e+00,5.222885773242588584e+03
4.409793103448275621e-04,9.919375091136029368e+03,1.374218749999999822e+00,2.901706370497920773e+01,4.040292297070557834e+04,2.106191679787388082e+00,5.050365371338197292e+03
4.439862068965517040e-04,9.891881325673577521e+03,1.369284057617187189e+00,2.874125438254903031e+01,3.905635770506419067e+04,2.126403299377065625e+00,4.882044713133023834e+03
4.469931034482758458e-04,9.864354501876059658e+03,1.364382934570312234e+00,2.846639243841143241e+01,3.774449393106083880e+04,2.146935136916785947e+00,4.718061741382604851e+03
4.499999999999999877e-04,9.836831838875674293e+03,1.359481811523437278e+00,2.819293258268495350e+01,3.646741651846924651e+04,2.167759525123777564e+00,4.558427064808655814e+03
